rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
20,Talking Tom Cat,2264014,100.0 M,3,0.7,1.5,0.0,GAME CASUAL,1459128,186361,140080,100488,377954,False
21,My Home - Design Dreams,2154956,100.0 M,4,0.9,2.1,0.0,GAME CASUAL,1513881,301704,140589,56303,142476,False
22,Best Fiends - Free Puzzle Game,2091145,50.0 M,4,0.5,1.0,0.0,GAME CASUAL,1646856,256082,76653,33048,78503,False
23,PewDiePie's Tuber Simulator,2001718,10.0 M,4,0.1,0.2,0.0,GAME CASUAL,1671110,180104,55116,21918,73468,False
24,Ice Age Village,1898651,50.0 M,4,0.0,0.1,0.0,GAME CASUAL,1399681,245543,112191,39947,101286,False
25,My Talking Tom Friends,1876427,100.0 M,4,5.4,12.0,0.0,GAME CASUAL,1404351,145789,83448,52288,190548,False
26,Dumb Ways to Die 2: The Games,1782012,100.0 M,4,0.0,0.1,0.0,GAME CASUAL,1265351,195451,108001,46276,166930,False
27,Candy Crush Friends Saga,1683260,50.0 M,4,0.8,1.6,0.0,GAME CASUAL,1268463,242273,83832,27455,61234,False
28,Family Farm Seaside,1627243,50.0 M,4,0.3,0.8,0.0,GAME CASUAL,1204255,135347,78073,44346,165218,False
29,Bubble Shooter,1503412,100.0 M,4,3.1,6.7,0.0,GAME CASUAL,1033894,163259,108056,54617,143583,False
30,Pirate Kings™️,1432166,10.0 M,4,0.2,0.3,0.0,GAME CASUAL,1049465,142061,64707,33473,142459,False
31,MY LITTLE PONY: Magic Princess,1431962,50.0 M,4,0.2,0.3,0.0,GAME CASUAL,975697,146337,81939,48296,179690,False
32,My Horse,1378621,10.0 M,4,0.0,0.1,0.0,GAME CASUAL,983456,257030,77494,15776,44864,False
33,Blossom Blast Saga,1326867,50.0 M,4,0.1,0.3,0.0,GAME CASUAL,956682,190254,81633,28037,70258,False
34,Gacha Club,1222505,10.0 M,4,5.9,12.9,0.0,GAME CASUAL,976018,118010,42649,18392,67434,False
35,Diamond Digger Saga,1218003,10.0 M,4,0.0,0.1,0.0,GAME CASUAL,883862,199331,79682,18938,36188,False
36,Farm Heroes Super Saga,1135695,10.0 M,4,0.2,0.4,0.0,GAME CASUAL,825239,185210,69324,19865,36055,False
37,My Talking Hank,1131205,100.0 M,4,0.7,1.6,0.0,GAME CASUAL,809274,94858,59551,38632,128888,False
38,Papa Pear Saga,1099997,50.0 M,4,196.3,0.1,0.0,GAME CASUAL,813086,144035,64753,23147,54974,False
39,My Boo: Your Virtual Pet Game To Care and Play,1009374,10.0 M,4,0.2,0.5,0.0,GAME CASUAL,784152,106559,46334,17864,54463,False
40,Puppy Town - Merge & Win,978460,50.0 M,4,1.5,4.2,0.0,GAME CASUAL,673255,72892,32537,20945,178828,False
41,Save The Girl,952348,100.0 M,3,1.1,2.6,0.0,GAME CASUAL,591803,80978,62429,48097,169038,False
42,Smurfs' Village,941133,10.0 M,4,0.1,0.1,0.0,GAME CASUAL,731661,81527,45176,19280,63487,False
43,My Dolphin Show,939577,50.0 M,4,0.3,0.7,0.0,GAME CASUAL,676889,96965,56485,26929,82307,False
44,Green Farm 3,924595,10.0 M,4,0.4,0.7,0.0,GAME CASUAL,571381,115687,76942,38875,121707,False
45,Pet Rescue Saga,921224,100.0 M,4,0.0,0.0,0.0,GAME CASUAL,751461,107090,30751,10390,21529,False
46,"Good Pizza, Great Pizza",910777,50.0 M,4,2.1,5.0,0.0,GAME CASUAL,651420,117048,52529,24633,65145,False
47,Bubble Shooter,881816,100.0 M,4,1.2,2.8,0.0,GAME CASUAL,622790,117945,56216,23294,61569,False
48,Rodeo Stampede: Sky Zoo Safari,880964,10.0 M,4,0.4,0.8,0.0,GAME CASUAL,566493,120253,69961,33039,91215,False
49,Stickman Warriors,875343,50.0 M,4,0.2,0.3,0.0,GAME CASUAL,585941,90239,60299,28150,110712,False
50,Idle Arks: Build at Sea,865040,10.0 M,4,5.5,14.0,0.0,GAME CASUAL,638136,98626,54652,22207,51416,False
51,Bubbu – My Virtual Pet,847777,50.0 M,4,1.8,3.7,0.0,GAME CASUAL,660874,63957,33911,20752,68280,False
52,BTS WORLD,781393,10.0 M,4,0.7,1.4,0.0,GAME CASUAL,689356,38419,16073,7813,29731,False
53,Let's Create! Pottery Lite,777217,10.0 M,4,0.3,0.5,0.0,GAME CASUAL,532145,83892,54115,28958,78104,False
54,Covet Fashion - Dress Up Game,752953,10.0 M,4,0.4,0.6,0.0,GAME CASUAL,419680,145021,65512,34343,88394,False
55,World Chef 🍰🍔🍝🍓,712766,10.0 M,4,0.0,0.1,0.0,GAME CASUAL,515705,91031,43134,17633,45261,False
56,What if..,685365,5.0 M,4,0.0,0.0,0.0,GAME CASUAL,552588,94468,21233,5136,11938,False
57,Virtual Families 2,679330,10.0 M,4,0.0,0.1,0.0,GAME CASUAL,432002,91148,56154,24538,75485,False
58,Angry Birds POP Bubble Shooter,670105,10.0 M,4,0.2,0.3,0.0,GAME CASUAL,494241,81755,38494,15919,39693,False
59,The Simpsons™: Tapped Out,665838,10.0 M,4,0.1,0.1,0.0,GAME CASUAL,482665,78462,35349,17654,51705,False
60,Wonder Zoo - Animal rescue !,659139,10.0 M,4,0.2,0.3,0.0,GAME CASUAL,451806,82817,44197,20209,60108,False
61,Furby BOOM!,655486,10.0 M,4,0.0,0.0,0.0,GAME CASUAL,497030,57511,30349,13680,56912,False
62,Shopping Mall Girl - Dress Up & Style Game,652820,50.0 M,4,0.9,1.9,0.0,GAME CASUAL,452065,54651,38207,25278,82615,False
63,Plants vs. Zombies™ 2 Free,649699,10.0 M,4,0.3,0.6,0.0,GAME CASUAL,467599,79307,35546,17028,50216,False
64,Plants vs. Zombies™ Heroes,636439,10.0 M,4,1.2,2.3,0.0,GAME CASUAL,454670,70717,34755,17372,58923,False
65,Twist Hit!,627963,10.0 M,4,0.0,0.1,0.0,GAME CASUAL,456597,74051,44136,16750,36428,False
66,Hello Kitty Nail Salon,627042,100.0 M,4,1.2,2.7,0.0,GAME CASUAL,440620,46732,31244,22519,85924,False
67,Board Kings™️: Fun Board Games,605422,10.0 M,4,3.2,6.5,0.0,GAME CASUAL,473424,51048,22893,13584,44471,False
68,Moy 3 - Virtual Pet Game,603781,10.0 M,4,0.0,0.1,0.0,GAME CASUAL,462582,58790,33494,11913,36999,False
69,Fish Live,602123,10.0 M,4,0.0,0.1,0.0,GAME CASUAL,459046,63875,35736,10925,32537,False
70,Family Island™ - Farm game adventure,592625,10.0 M,4,10.0,19.3,0.0,GAME CASUAL,411401,90484,39822,15183,35732,False
71,Cow Evolution: Crazy Cow Making Idle Merge Games,570955,10.0 M,4,0.3,0.5,0.0,GAME CASUAL,443937,66232,26738,10215,23830,False
72,BlockBuild: Craft Your Dream World,568174,10.0 M,4,0.1,0.2,0.0,GAME CASUAL,364726,54802,38870,19860,89914,False
73,Paradise Island 2: Hotel Game,567668,10.0 M,4,0.3,0.7,0.0,GAME CASUAL,392672,118389,23787,8741,24077,False
74,Kiss Kiss: Spin the Bottle for Chatting & Fun,556525,10.0 M,4,5.5,11.8,0.0,GAME CASUAL,438288,22770,12779,9891,72795,False
75,Moy 2 - Virtual Pet Game,540665,10.0 M,4,0.1,0.3,0.0,GAME CASUAL,389914,49587,35329,16166,49667,False
76,Lost Island: Blast Adventure,539618,10.0 M,4,0.4,0.9,0.0,GAME CASUAL,392042,84757,31131,10657,21028,False
77,Stupid Zombies 3,532119,10.0 M,4,0.2,0.5,0.0,GAME CASUAL,391786,63353,34261,12140,30576,False
78,Idle Sightseeing Train - Game of Train Transport,526404,1.0 M,4,625.9,1251.8,0.0,GAME CASUAL,332168,78207,48369,16909,50748,False
79,Dumb Ways to Die,521999,50.0 M,4,0.3,0.6,0.0,GAME CASUAL,333246,64379,41810,21779,60782,False
80,Bubble Shooter,513273,100.0 M,4,0.3,0.6,0.0,GAME CASUAL,356049,63918,35560,16181,41563,False
81,Fruit Block - Puzzle Legend,510146,10.0 M,4,1914.7,1.7,0.0,GAME CASUAL,338839,73912,48046,16253,33093,False
82,Island Experiment,497556,10.0 M,4,0.0,0.0,0.0,GAME CASUAL,220970,146774,82128,15085,32597,False
83,Bubble Shooter,487206,100.0 M,4,0.5,1.1,0.0,GAME CASUAL,339101,60100,31478,14670,41854,False
84,Moy 4 - Virtual Pet Game,476520,10.0 M,4,0.1,0.3,0.0,GAME CASUAL,355557,44409,26769,12156,37627,False
85,Moy - Virtual Pet Game,475705,10.0 M,4,0.1,0.1,0.0,GAME CASUAL,335504,44683,31325,13678,50513,False
86,HappyFish,469274,1.0 M,4,0.0,0.1,0.0,GAME CASUAL,348400,68745,30278,5392,16457,False
87,Match Masters,462861,10.0 M,4,24.0,49.3,0.0,GAME CASUAL,328311,64534,28243,9107,32664,False
88,Gacha Studio (Anime Dress Up),462460,10.0 M,3,0.7,1.4,0.0,GAME CASUAL,278605,46716,34234,22630,80272,False
89,Cooking Dash,458766,10.0 M,4,0.1,0.2,0.0,GAME CASUAL,279541,73007,41708,20739,43768,False
90,LINE 旅遊大亨,444080,5.0 M,3,0.0,0.0,0.0,GAME CASUAL,226320,43452,36250,17770,120287,False
91,Little Big City 2,442100,10.0 M,3,0.3,0.6,0.0,GAME CASUAL,259916,61224,39116,19478,62364,False
92,Kids Doodle - Color & Draw Free Game,430459,50.0 M,4,0.0,0.1,0.0,GAME CASUAL,309838,47284,26040,10352,36942,False
93,Dance Clash: Ballet vs Hip Hop,428132,10.0 M,4,0.9,2.1,0.0,GAME CASUAL,295035,44478,27154,14836,46626,False
94,sand:box,414428,10.0 M,4,1.7,3.8,0.0,GAME CASUAL,297229,47857,24352,11976,33011,False
95,Gacha Life,405505,50.0 M,4,0.3,0.6,0.0,GAME CASUAL,307443,40558,16388,7553,33561,False
96,Wildscapes,385882,10.0 M,4,0.6,1.3,0.0,GAME CASUAL,273707,57256,22876,9323,22718,False
97,Bravoloto,381919,5.0 M,4,0.1,0.2,0.0,GAME CASUAL,316246,31810,9963,5205,18692,False
98,Harvest Land: Farm & City Building,378085,10.0 M,4,2.0,4.2,0.0,GAME CASUAL,258091,47714,27671,11842,32765,False
99,The Battle Cats,373522,10.0 M,4,1.4,2.9,0.0,GAME CASUAL,289498,37687,15999,6754,23581,False
100,Big Farm: Mobile Harvest – Free Farming Game,370755,10.0 M,4,508.1,2.8,0.0,GAME CASUAL,233460,65503,22707,12643,36439,False
1,Toca Life World: Build stories & create your world,1690405,50.0 M,4,11.1,26.7,0.0,GAME EDUCATIONAL,1191130,195192,95400,50193,158487,False
2,Toca Kitchen 2,1543998,100.0 M,4,0.9,2.0,0.0,GAME EDUCATIONAL,1044380,167400,99241,57056,175918,False
3,Cooking Mama: Let's cook!,758930,50.0 M,4,0.6,1.3,0.0,GAME EDUCATIONAL,569677,64417,38966,21992,63877,False
4,知識王,571355,1.0 M,4,0.0,0.0,0.0,GAME EDUCATIONAL,395665,71737,37756,15358,50837,False
5,Animal Jam,519854,10.0 M,4,0.4,0.8,0.0,GAME EDUCATIONAL,330550,67983,37226,19708,64384,False
6,My Town: Home Doll house - Family Playhouse,469665,10.0 M,4,3.7,7.9,0.0,GAME EDUCATIONAL,338284,37308,23232,16939,53900,False
7,Skillz - Logic Brain Games,440099,10.0 M,4,0.3,0.6,0.0,GAME EDUCATIONAL,284760,81030,28581,12818,32907,False
8,Mandala Coloring Pages,335602,50.0 M,4,0.6,1.2,0.0,GAME EDUCATIONAL,227796,38019,21197,13605,34982,False
9,Baby Panda's Supermarket,299512,100.0 M,4,2.1,5.1,0.0,GAME EDUCATIONAL,221507,19279,12167,10193,36364,False
10,Baby Panda World,229515,50.0 M,4,11.0,23.1,0.0,GAME EDUCATIONAL,177112,13802,8861,6241,23497,False
11,Masha and the Bear. Educational Games,210406,100.0 M,4,1.9,4.3,0.0,GAME EDUCATIONAL,142332,15737,11577,9045,31713,False
12,Pepi House: Happy Family,204816,10.0 M,4,1.5,3.3,0.0,GAME EDUCATIONAL,132787,19175,11845,9717,31289,False
13,"Math Games, Learn Add, Subtract, Multiply & Divide",201926,10.0 M,4,3.0,6.9,0.0,GAME EDUCATIONAL,154697,16426,8631,5266,16904,False
14,Girl Games: Unicorn Cooking Games for Girls Kids,191141,10.0 M,4,10.0,24.7,0.0,GAME EDUCATIONAL,150962,11416,6201,5011,17549,False
15,Pepi Super Stores: Fun & Games,188628,10.0 M,4,1.8,4.0,0.0,GAME EDUCATIONAL,131144,14630,9261,7644,25947,False
16,LEGO® DUPLO® Train,185082,10.0 M,4,0.0,0.0,0.0,GAME EDUCATIONAL,129634,16481,12725,5763,20476,False
17,Little Panda's Restaurant,177900,50.0 M,4,3.5,6.7,0.0,GAME EDUCATIONAL,136565,10350,6860,5324,18798,False
18,Smolsies - My Cute Pet House,164764,10.0 M,4,3.3,7.3,0.0,GAME EDUCATIONAL,118137,14783,8830,5341,17670,False
19,Baby Panda Care,161896,50.0 M,4,1.1,2.4,0.0,GAME EDUCATIONAL,113255,11857,7862,7032,21887,False
20,超級單字王 - 英檢、多益、托福 輕鬆學,158721,500.0 k,4,0.6,1.1,0.0,GAME EDUCATIONAL,149917,6111,1435,358,897,False
21,Baby Panda's School Bus - Let's Drive!,155279,50.0 M,4,4.9,9.8,0.0,GAME EDUCATIONAL,117842,9711,6246,4458,17020,False
22,Baby Panda's Fashion Dress Up Game,152780,50.0 M,4,3.1,6.8,0.0,GAME EDUCATIONAL,113689,8994,6478,5001,18617,False
23,"Truck games for kids - build a house, car wash",147633,100.0 M,4,5446.9,10.2,0.0,GAME EDUCATIONAL,98893,11767,8266,6773,21932,False
24,"Baby Games for 2,3,4 year old toddlers",146101,10.0 M,4,4.6,10.0,0.0,GAME EDUCATIONAL,111993,21993,6404,1817,3892,False
25,Fluvsies - A Fluff to Luv,145347,10.0 M,4,8.2,18.8,0.0,GAME EDUCATIONAL,110407,11110,6183,3914,13730,False
26,My Town : Police Station. Policeman Game for Kids,142128,10.0 M,4,2.1,4.4,0.0,GAME EDUCATIONAL,97965,10628,7445,6616,19471,False
27,Baby Panda’s Ice Cream Shop,141681,50.0 M,4,2.2,4.7,0.0,GAME EDUCATIONAL,105203,9009,6799,4859,15808,False
28,Coloring & Learn,138294,50.0 M,4,4.6,11.1,0.0,GAME EDUCATIONAL,95108,13510,8076,5246,16351,False
29,Meow Meow Star Acres,135433,1.0 M,4,0.1,0.2,0.0,GAME EDUCATIONAL,103645,13910,7204,2797,7874,False
30,Supermarket: Shopping Games for Kids,132854,10.0 M,4,1.5,3.4,0.0,GAME EDUCATIONAL,95241,8553,5436,4416,19206,False
31,Little Panda's Chinese Recipes,129911,50.0 M,4,2.5,5.0,0.0,GAME EDUCATIONAL,98822,8155,5566,3684,13682,False
32,Little Panda Policeman,128528,50.0 M,4,3.4,7.5,0.0,GAME EDUCATIONAL,92578,8404,6004,4602,16937,False
33,من سيربح المليون الموسوعة,123262,10.0 M,4,1.4,2.8,0.0,GAME EDUCATIONAL,91784,5925,5156,3677,16718,False
34,Do Not Disturb! Get Prankster in a Hilarious Game,121977,10.0 M,4,1.9,4.1,0.0,GAME EDUCATIONAL,82251,11555,11792,4308,12068,False
35,My Town: Play & Discover - City Builder Game,116243,10.0 M,4,2013.3,9.3,0.0,GAME EDUCATIONAL,80372,8500,5402,4349,17617,False
36,Make-Up Me: Superstar,106074,10.0 M,4,0.0,0.0,0.0,GAME EDUCATIONAL,75946,12756,7102,2217,8051,False
37,Multiplication Table Kids Math,103248,10.0 M,4,0.0,0.0,0.0,GAME EDUCATIONAL,74312,10957,5883,2047,10048,False
38,MentalUP - Learning Games & Brain Games,102219,5.0 M,4,2.1,4.8,0.0,GAME EDUCATIONAL,90114,4431,1625,852,5194,False
39,"Math Exercises for the brain, Math Riddles, Puzzle",102168,5.0 M,4,2.7,5.9,0.0,GAME EDUCATIONAL,77581,13635,4971,2006,3972,False
40,Princess Salon: Frozen Party,101418,10.0 M,3,0.5,0.2,0.0,GAME EDUCATIONAL,66006,7186,6156,4757,17311,False
41,Little Panda’s Summer: Ice Cream Bars,94157,10.0 M,4,1.9,4.5,0.0,GAME EDUCATIONAL,72545,5575,3879,2822,9334,False
42,Little Panda: Princess Makeup,91946,10.0 M,4,5.6,12.3,0.0,GAME EDUCATIONAL,65777,6298,4430,3427,12011,False
43,Reaction training,91542,1.0 M,4,5.9,15.1,0.0,GAME EDUCATIONAL,77154,9565,1942,759,2120,False
44,Make-Up Me,90720,10.0 M,3,0.1,0.1,0.0,GAME EDUCATIONAL,55578,8660,7441,4235,14803,False
45,Bini Super ABC! Preschool Learning Games for Kids!,90184,10.0 M,4,2.5,6.0,0.0,GAME EDUCATIONAL,68668,9896,4022,2070,5525,False
46,LEGO® DUPLO® Town,89570,10.0 M,3,0.0,0.0,0.0,GAME EDUCATIONAL,55869,7412,5656,4419,16211,False
47,My Town : Fashion Show,88278,10.0 M,4,2.7,6.0,0.0,GAME EDUCATIONAL,62679,6818,4119,3682,10977,False
48,Little Panda's Farm Story,85437,10.0 M,4,2.5,5.1,0.0,GAME EDUCATIONAL,66723,5406,3610,2174,7521,False
49,Little Panda: Princess Dress Up,83994,10.0 M,4,1.7,3.5,0.0,GAME EDUCATIONAL,58641,5858,4008,3538,11946,False
50,"Сказки и развивающие игры для детей, малышей",81628,1.0 M,4,0.5,1.1,0.0,GAME EDUCATIONAL,71135,6195,1678,759,1858,False
51,Baby Panda's Carnival - Christmas Amusement Park,81135,10.0 M,4,1.6,3.9,0.0,GAME EDUCATIONAL,60102,5200,3703,2615,9512,False
52,My Town : Beauty contest - Dress Up Game for Girls,79583,10.0 M,4,3.1,7.1,0.0,GAME EDUCATIONAL,57296,5472,4000,3121,9691,False
53,Monster Trucks Game for Kids 2,79263,50.0 M,3,2.3,5.2,0.0,GAME EDUCATIONAL,50961,6250,4670,3720,13660,False
54,ほしの島のにゃんこ,78145,1.0 M,4,0.2,0.3,0.0,GAME EDUCATIONAL,42904,14624,8998,3381,8236,False
55,Urban City Stories,76981,10.0 M,3,5.4,11.9,0.0,GAME EDUCATIONAL,43442,7060,5325,5046,16106,False
56,Jungle Animal Hair Salon - Styling Game for Kids,76498,10.0 M,3,0.4,0.9,0.0,GAME EDUCATIONAL,47396,6488,5338,4288,12986,False
57,Tailor Kids,75435,10.0 M,4,0.1,0.2,0.0,GAME EDUCATIONAL,53508,7325,6366,2088,6146,False
58,Snow Cone Maker - Frozen Foods,75270,10.0 M,4,0.1,0.2,0.0,GAME EDUCATIONAL,54579,6354,4815,1908,7612,False
59,Baby Phone for Kids - Learning Numbers and Animals,75082,10.0 M,4,0.1,672.7,0.0,GAME EDUCATIONAL,52362,5787,4729,2823,9379,False
60,Memory Games: Brain Training,73407,5.0 M,4,0.3,0.7,0.0,GAME EDUCATIONAL,43304,15335,6560,2492,5713,False
61,My Town : Best Friends' House games for kids,72164,10.0 M,4,8.9,23.3,0.0,GAME EDUCATIONAL,51654,5773,3346,2593,8796,False
62,Moonzy. Kids Mini-Games,70614,10.0 M,4,0.3,0.6,0.0,GAME EDUCATIONAL,54274,4189,2324,1685,8139,False
63,Little Panda's Candy Shop,69285,10.0 M,4,0.6,1.4,0.0,GAME EDUCATIONAL,52476,4439,2919,1999,7449,False
64,Kids Animals Jigsaw Puzzles ❤️🦄,68066,10.0 M,4,0.5,1.0,0.0,GAME EDUCATIONAL,50643,6903,3048,1653,5817,False
65,Kids Educational Game 5,67910,10.0 M,4,2.1,4.6,0.0,GAME EDUCATIONAL,47218,6153,3614,2559,8364,False
66,Baby Panda's Town: Life,66241,10.0 M,4,6.9,14.7,0.0,GAME EDUCATIONAL,49236,4324,2860,2245,7574,False
67,Baby care,66160,10.0 M,3,3.2,7.0,0.0,GAME EDUCATIONAL,40798,5423,4460,3437,12039,False
68,Bini Drawing for Kids! Learning Games for Toddlers,66057,10.0 M,4,1.7,3.9,0.0,GAME EDUCATIONAL,44993,5999,3661,2477,8925,False
69,Girls Hair Salon - Hairstyle makeover kids games,65669,5.0 M,3,0.3,0.5,0.0,GAME EDUCATIONAL,36321,7560,5642,3775,12368,False
70,Princess Coloring Book Glitter & Girls Dress Up,63887,50.0 M,3,4.5,10.0,0.0,GAME EDUCATIONAL,39665,5486,4964,4235,9534,False
71,Bubbu School - My Cute Pets | Animal School Game,63873,10.0 M,4,12.5,33.0,0.0,GAME EDUCATIONAL,47377,4920,3008,1871,6694,False
72,"Bucha học tiếng Anh - Từ vựng, Giao tiếp, Ngữ pháp",63384,1.0 M,4,1.2,2.1,0.0,GAME EDUCATIONAL,55735,4543,1178,419,1507,False
73,Math Games,62792,10.0 M,4,0.5,1.1,0.0,GAME EDUCATIONAL,42609,5574,3539,2213,8854,False
74,Trip to the zoo for kids,62564,5.0 M,4,0.0,0.0,0.0,GAME EDUCATIONAL,50512,5116,2678,989,3267,False
75,Ice Queen's Beauty SPA Salon,62194,5.0 M,4,87.5,174.9,0.0,GAME EDUCATIONAL,40029,6518,5668,2779,7198,False
76,Cinderella - Story Games and Puzzles,61993,1.0 M,4,0.3,0.5,0.0,GAME EDUCATIONAL,43164,5426,3367,2118,7915,False
77,Princess Coloring Game,60889,10.0 M,4,14.5,29.6,0.0,GAME EDUCATIONAL,41190,5048,3972,3003,7674,False
78,Baby Panda’s Summer: Café,60654,10.0 M,4,2.7,5.8,0.0,GAME EDUCATIONAL,44911,4360,2741,1797,6843,False
79,Sweet Baby Girl Cleanup 5 - Messy House Makeover,59598,10.0 M,4,3.7,8.3,0.0,GAME EDUCATIONAL,41141,4207,3237,2298,8713,False
80,My Town : Grandparents Play home Fun Life Game,57537,10.0 M,4,6.9,16.6,0.0,GAME EDUCATIONAL,42166,4103,2752,2096,6418,False
81,Baby Panda’s Color Mixing Studio,56865,10.0 M,4,0.8,1.8,0.0,GAME EDUCATIONAL,39917,3888,2721,2223,8115,False
82,"Colors for Kids, Toddlers, Babies - Learning Game",56525,10.0 M,4,2.8,6.5,0.0,GAME EDUCATIONAL,35477,5997,4790,2963,7295,False
83,My Baby Panda Chef,56416,10.0 M,4,2428.7,2.5,0.0,GAME EDUCATIONAL,42626,2823,2464,1895,6605,False
84,Halloween Makeup Me,56154,5.0 M,4,0.1,0.1,0.0,GAME EDUCATIONAL,37592,6117,3688,1999,6756,False
85,Английский для Начинающих: LinDuo HD,55294,1.0 M,4,3.9,8.3,0.0,GAME EDUCATIONAL,47904,5419,1123,266,581,False
86,Central Hospital Stories,55114,10.0 M,3,4.4,8.9,0.0,GAME EDUCATIONAL,31358,4705,3647,3331,12070,False
87,My Little Princess Castle - Playhouse & Girls Game,55006,10.0 M,4,3.3,7.3,0.0,GAME EDUCATIONAL,39870,4473,2558,1745,6357,False
88,Airport Professions: Fascinating games,54400,10.0 M,4,0.6,1.3,0.0,GAME EDUCATIONAL,41341,2813,1785,1666,6793,False
89,Masha and the Bear: Good Night!,54217,10.0 M,4,1.7,3.7,0.0,GAME EDUCATIONAL,37964,3338,2381,2281,8250,False
90,Little Panda’s Space Kitchen - Kids Cooking,54205,10.0 M,4,3.3,7.5,0.0,GAME EDUCATIONAL,39390,3463,2695,2136,6518,False
91,Funny Food! Educational games for kids 3 years old,53535,10.0 M,4,3.1,7.3,0.0,GAME EDUCATIONAL,35719,5842,3432,1934,6606,False
92,Baby Panda's Town: My Dream,53039,10.0 M,4,3.7,8.3,0.0,GAME EDUCATIONAL,40078,3342,2155,1616,5846,False
93,My Town : Bakery - Cooking & Baking Game for Kids,51944,10.0 M,4,5.9,13.6,0.0,GAME EDUCATIONAL,38541,3722,2145,1985,5548,False
94,Sweet Baby Girl Summer Fun 2 - Sunny Makeover Game,51903,10.0 M,4,3.0,6.1,0.0,GAME EDUCATIONAL,35441,3967,2828,2348,7316,False
95,My Town: After School Neighborhood Street,51861,10.0 M,4,5.3,12.1,0.0,GAME EDUCATIONAL,37558,4077,2298,1988,5936,False
96,Animals Farm For Kids,51687,5.0 M,4,0.1,0.2,0.0,GAME EDUCATIONAL,41659,5118,1929,609,2369,False
97,My Baby Unicorn - Virtual Pony Pet Care & Dress Up,51547,10.0 M,4,2.8,6.4,0.0,GAME EDUCATIONAL,35544,3608,3103,2012,7277,False
98,"Fairy Tales ~ Children’s Books, Stories and Games",51002,1.0 M,4,1.0,1.7,0.0,GAME EDUCATIONAL,38219,6460,2431,982,2907,False
99,Vacation Hotel Stories,50931,10.0 M,3,2.9,6.1,0.0,GAME EDUCATIONAL,30222,4867,4037,3098,8705,False
100,Kpopsies - Hatch Your Unicorn Idol,49811,10.0 M,4,8.9,21.0,0.0,GAME EDUCATIONAL,35964,3842,2150,1751,6101,False
1,Tiles Hop: EDM Rush!,2454558,100.0 M,4,3.3,7.5,0.0,GAME MUSIC,1815983,211433,119350,69277,238513,False
2,Magic Tiles 3,2381045,100.0 M,4,2.5,5.7,0.0,GAME MUSIC,1570436,234136,154821,92834,328815,False
3,My Singing Monsters,1363013,10.0 M,4,0.3,0.7,0.0,GAME MUSIC,1099001,128954,50656,22006,62394,False
4,Piano Free - Keyboard with Magic Tiles Music Games,1280824,100.0 M,4,0.3,0.6,0.0,GAME MUSIC,852807,110725,67194,36282,213813,False
5,Dancing Road: Color Ball Run!,665818,100.0 M,4,2.0,4.5,0.0,GAME MUSIC,437466,65470,44575,27672,90633,False
6,Dream Piano - Music Game,664703,50.0 M,4,0.4,0.7,0.0,GAME MUSIC,487709,65614,36484,18292,56602,False
7,Rock Hero,640085,50.0 M,4,0.0,0.1,0.0,GAME MUSIC,416639,83385,63908,16319,59831,False
8,"Real Guitar Free - Chords, Tabs & Simulator Games",608905,50.0 M,3,0.4,0.7,0.0,GAME MUSIC,346418,57223,43330,24894,137038,False
9,Cytus,571244,5.0 M,4,0.1,0.2,0.0,GAME MUSIC,463607,48438,17949,10009,31239,False
10,DEEMO,552415,5.0 M,4,0.1,0.2,0.0,GAME MUSIC,461266,43525,16200,7865,23556,False
11,Piano Kids - Music & Songs,407001,100.0 M,4,3.9,8.6,0.0,GAME MUSIC,302144,36847,19082,11939,36986,False
12,SongPop,403074,10.0 M,4,0.0,0.0,0.0,GAME MUSIC,278414,59680,23708,12163,29106,False
13,Piano Music Go 2020: EDM Piano Games,388495,50.0 M,4,1.5,3.7,0.0,GAME MUSIC,282968,38871,21217,11806,33632,False
14,Music Hero - Rhythm Beat Tap,372516,10.0 M,4,76.2,152.4,0.0,GAME MUSIC,225363,54103,37848,16843,38357,False
15,Real Piano Teacher,363476,10.0 M,4,0.2,0.3,0.0,GAME MUSIC,293298,20676,13578,7408,28514,False
16,Beat Fire - EDM Music & Gun Sounds,296208,10.0 M,4,1.9,4.5,0.0,GAME MUSIC,223552,25631,15025,7961,24035,False
17,Sonic Cat - Slash the Beats,273983,10.0 M,4,1.8,3.7,0.0,GAME MUSIC,233792,15101,7350,3745,13992,False
18,Drum Set Music Games & Drums Kit Simulator,253894,10.0 M,3,0.3,0.9,0.0,GAME MUSIC,139713,20684,15206,8877,69411,False
19,Dancing Ballz: Magic Dance Line Tiles Game,240014,10.0 M,4,0.3,0.7,0.0,GAME MUSIC,163437,25465,17153,9079,24877,False
20,BEAT MP3 - Rhythm Game,239452,10.0 M,3,0.0,0.0,0.0,GAME MUSIC,135432,33561,30264,10088,30105,False
21,Guitar Band Battle,237878,10.0 M,4,0.6,1.1,0.0,GAME MUSIC,149371,35947,17998,8445,26114,False
